clicks,impressions,ctr,position,query,page
262,1363,0.1922230374174615,2.371973587674248,veri enformasyon bilgi,https://ceaksan.com/tr/veri-enformasyon-ve-bilgi
260,737,0.35278154681139756,1.153324287652646,rsync kullanımı,https://ceaksan.com/tr/rsync-komutu-ve-kullanimi
259,13625,0.019009174311926606,7.397651376146789,rest api nedir,https://ceaksan.com/tr/rest-soap-api-nedir
258,386,0.6683937823834197,1.0,primary key özellikleri,https://ceaksan.com/tr/primary-unique-foreign-key
256,1646,0.15552855407047386,2.259416767922236,yaml nedir,https://ceaksan.com/tr/yaml-nedir
254,1891,0.1343204653622422,2.6552088841882604,mock-up nedir,https://ceaksan.com/tr/mockup-nedir
251,1006,0.24950298210735586,2.2306163021868786,regex örnekleri,https://ceaksan.com/tr/regex-regular-expressions-nedir
250,3285,0.076103500761035,3.149467275494673,shell nedir,https://ceaksan.com/tr/kabuk-shell-nedir-nasil-kullanilir
249,2159,0.11533117183881426,2.502547475683187,mockup ne demek,https://ceaksan.com/tr/mockup-nedir
245,1139,0.2151009657594381,2.8841088674275683,excel pivot nedir,https://ceaksan.com/tr/pivot-table-nedir
243,1082,0.2245841035120148,1.9528650646950092,webflow nedir,https://ceaksan.com/tr/webflow-nedir
238,1236,0.1925566343042071,2.0728155339805827,latex kullanımı,https://ceaksan.com/tr/tex-ve-latex-nedir
238,477,0.4989517819706499,1.429769392033543,primary key foreign key nedir,https://ceaksan.com/tr/primary-unique-foreign-key
237,536,0.44216417910447764,1.2350746268656716,wget nedir,https://ceaksan.com/tr/wget-nedir-nasil-kullanilir
235,2518,0.09332803812549642,3.3895949166004766,latex nedir,https://ceaksan.com/tr/posts/tex-ve-latex-nedir
234,1746,0.13402061855670103,2.388888888888889,grep komutu,https://ceaksan.com/tr/grep-komutu-ve-kullanimi
233,1516,0.1536939313984169,2.236147757255937,alias nedir,https://ceaksan.com/tr/alias-nedir-nasil-kullanilir
233,625,0.3728,1.5248,find komutu,https://ceaksan.com/tr/find-komutu-ve-kullanimi
233,665,0.35037593984962406,22.51127819548872,javascript http request,https://ceaksan.com/tr/javascript-http-request
232,3474,0.0667818077144502,5.928612550374209,regular expression,https://ceaksan.com/tr/regex-regular-expressions-nedir
231,2379,0.09709962168978563,2.514501891551072,flexbox nedir,https://ceaksan.com/tr/css-flexbox-flex-container
229,1497,0.15297261189044756,2.4889779559118237,api ne demek,https://ceaksan.com/tr/api-nedir/
227,2253,0.10075454948956947,3.1739902352418996,uri nedir,https://ceaksan.com/tr/uri-url-urn
226,860,0.2627906976744186,2.1872093023255816,regex kullanımı,https://ceaksan.com/tr/regex-regular-expressions-nedir
226,488,0.46311475409836067,1.6229508196721312,regex nedir,https://ceaksan.com/tr/posts/regex-regular-expressions-nedir
220,5470,0.04021937842778794,5.504570383912249,css display,https://ceaksan.com/tr/css-display-ozellikleri
220,3060,0.0718954248366013,2.7983660130718953,ngrok nedir,https://ceaksan.com/tr/ngrok-nedir
219,1901,0.11520252498684903,3.9426617569700158,pivot table excel,https://ceaksan.com/tr/pivot-table-nedir
218,712,0.3061797752808989,1.8918539325842696,ssh key nedir,https://ceaksan.com/tr/ssh-anahtar-key-olusturma-ve-kullanimi
217,1147,0.1891891891891892,1.6233653007846556,json formatı,https://ceaksan.com/tr/json-nedir
215,303,0.7095709570957096,1.033003300330033,awk komutu,https://ceaksan.com/tr/awk-komutu
215,4757,0.045196552449022494,2.2873659869665754,herokuapp,https://ceaksan.com/tr/heroku-nedir
213,597,0.35678391959798994,2.4539363484087104,express.js nedir,https://ceaksan.com/tr/express-js-nedir
213,777,0.27413127413127414,1.8738738738738738,sql iki tabloyu birleştirme,https://ceaksan.com/tr/join-types-tablo-birlestirme
209,1668,0.12529976019184652,2.6678657074340526,mockup nedir,https://ceaksan.com/tr/posts/mockup-nedir
209,9813,0.02129827779476205,6.062570060124325,nginx nedir,https://ceaksan.com/tr/nginx-nedir-nasil-kurulur
208,633,0.3285939968404423,1.1374407582938388,cp komutu,https://ceaksan.com/tr/cp-komutu-ve-kullanimi
208,1461,0.14236824093086928,3.004106776180698,json nedir,https://ceaksan.com/tr/posts/json-nedir
204,863,0.23638470451911936,2.340672074159907,jamstack nedir,https://ceaksan.com/tr/jamstack-nedir
203,5049,0.04020598138245197,5.06694394929689,primary key nedir,https://ceaksan.com/tr/primary-unique-foreign-key
202,432,0.4675925925925926,1.3564814814814814,sql iki tablo birleştirme,https://ceaksan.com/tr/join-types-tablo-birlestirme
202,855,0.23625730994152047,2.515789473684211,ssh key oluşturma,https://ceaksan.com/tr/ssh-anahtar-key-olusturma-ve-kullanimi
200,11200,0.017857142857142856,3.6235714285714287,homebrew,https://ceaksan.com/tr/homebrew-nedir-nasil-kurulur
200,1209,0.1654259718775848,3.67328370554177,soap api,https://ceaksan.com/tr/rest-soap-api-nedir
199,1555,0.12797427652733118,2.729260450160772,json nedir,https://ceaksan.com/tr/json-nedir/
199,2345,0.08486140724946695,3.440511727078891,mock up ne demek,https://ceaksan.com/tr/mockup-nedir
199,3167,0.06283549100094726,10.701926113040733,php curl,https://ceaksan.com/tr/php-curl-kullanimi
195,1160,0.16810344827586207,1.1482758620689655,crud işlemleri,https://ceaksan.com/tr/crud-create-read-update-delete
195,2324,0.08390705679862306,1.4036144578313254,sign in with sso ne demek,https://ceaksan.com/tr/single-sign-on-sso-nedir
192,390,0.49230769230769234,1.0025641025641026,apı belirteci nedir,https://ceaksan.com/tr/api-nedir
192,1965,0.09770992366412214,2.793384223918575,mariadb nedir,https://ceaksan.com/tr/mariadb-nedir-mysql-uzerine-nasil-kurulur
192,818,0.23471882640586797,25.167481662591687,uri vs url,https://ceaksan.com/tr/uri-url-urn
190,7230,0.02627939142461964,4.6868603042876895,wireframe,https://ceaksan.com/tr/wireframe-sema-tasarimi-nedir
189,700,0.27,1.8557142857142859,alteryx nedir,https://ceaksan.com/tr/alteryx-nedir
189,299,0.6321070234113713,1.0,vue computed nedir,https://ceaksan.com/tr/vue-js-computed-method-watch-kullanimi
188,1985,0.0947103274559194,2.7340050377833753,latex nedir,https://ceaksan.com/tr/tex-ve-latex-nedir/
185,438,0.4223744292237443,1.4885844748858448,regex nedir,https://ceaksan.com/tr/regex-regular-expressions-nedir/
184,2255,0.08159645232815965,2.251441241685144,ffmpeg nedir,https://ceaksan.com/tr/ffmpeg-nedir-nasil-kullanilir
182,693,0.26262626262626265,1.9653679653679652,rapidminer nedir,https://ceaksan.com/tr/rapidminer-nedir
181,411,0.44038929440389296,1.2773722627737225,linux ln komutu,https://ceaksan.com/tr/ln-komutu-ve-kullanimi
180,3139,0.05734310289901243,5.573431028990124,sertifika tipi ne demek,https://ceaksan.com/tr/ssl-sertifika-tipleri
180,319,0.5642633228840125,1.5266457680250785,wordpress kurulum yöntemleri,https://ceaksan.com/tr/wordpress-kurulum-yontemleri
177,2694,0.06570155902004454,3.9851521900519673,golang nedir,https://ceaksan.com/tr/go-golang-programlama-dili-nedir
176,976,0.18032786885245902,2.038934426229508,json örnekleri,https://ceaksan.com/tr/json-nedir
175,911,0.19209659714599342,1.938529088913282,airtable nedir,https://ceaksan.com/tr/airtable-nedir
175,447,0.39149888143176736,1.9149888143176734,excel index match kullanımı,https://ceaksan.com/tr/excel-index-match-function
173,506,0.34189723320158105,2.409090909090909,middleware nedir,https://ceaksan.com/tr/posts/middleware-nedir-ne-ise-yarar
172,997,0.17251755265797392,1.5897693079237714,tableau nedir,https://ceaksan.com/tr/posts/tableau-nedir
169,364,0.4642857142857143,1.4615384615384617,expressjs nedir,https://ceaksan.com/tr/express-js-nedir
167,14298,0.011679955238494895,2.945307035949084,hotjar,https://ceaksan.com/tr/hotjar-nedir-nasil-kullanilir
166,486,0.34156378600823045,3.4670781893004117,xargs,https://ceaksan.com/tr/xargs-komutu-ve-kullanimi
165,275,0.6,1.1018181818181818,woocommerce api kullanımı,https://ceaksan.com/tr/woocommerce-api
164,343,0.478134110787172,1.7230320699708455,foreign key nedir,https://ceaksan.com/tr/primary-unique-foreign-key/
163,3629,0.04491595480848719,4.407274731330945,meta veri nedir,https://ceaksan.com/tr/metadata-ust-veri-nedir
163,679,0.24005891016200295,3.2503681885125184,veri bilgi enformasyon,https://ceaksan.com/tr/veri-enformasyon-ve-bilgi
162,218,0.7431192660550459,1.018348623853211,linux awk komutu,https://ceaksan.com/tr/awk-komutu
161,822,0.19586374695863748,2.411192214111922,web servisleri,https://ceaksan.com/tr/web-service-nedir
160,1730,0.09248554913294797,3.286127167630058,api nedir ne işe yarar,https://ceaksan.com/tr/api-nedir
160,944,0.1694915254237288,2.6218220338983054,php curl kullanımı,https://ceaksan.com/tr/php-curl-kullanimi
158,7445,0.02122229684351914,5.538885157824043,api nedir,https://ceaksan.com/tr/posts/api-nedir
158,9283,0.017020359797479262,4.980717440482603,etl,https://ceaksan.com/tr/etl-nedir
158,377,0.41909814323607425,3.090185676392573,middleware nedir,https://ceaksan.com/tr/middleware-nedir-ne-ise-yarar/
157,551,0.2849364791288566,1.2849364791288567,index formülü,https://ceaksan.com/tr/excel-index-match-function
157,877,0.1790193842645382,2.445838084378563,pivottable nedir,https://ceaksan.com/tr/pivot-table-nedir
155,6919,0.02240208122561064,6.500361323890735,soap nedir,https://ceaksan.com/tr/rest-soap-api-nedir
155,288,0.5381944444444444,1.03125,wget kullanımı,https://ceaksan.com/tr/wget-nedir-nasil-kullanilir
152,1142,0.1330998248686515,4.1523642732049035,rminer nedir,https://ceaksan.com/tr/rapidminer-nedir
151,3488,0.04329128440366972,4.511467889908257,cors nedir,https://ceaksan.com/tr/cross-origin-resource-sharing
151,188,0.8031914893617021,1.047872340425532,linux wget komutu,https://ceaksan.com/tr/wget-nedir-nasil-kullanilir
150,1340,0.11194029850746269,2.2276119402985075,linux cat komutu,https://ceaksan.com/tr/cat-komutu-ve-kullanimi
146,985,0.14822335025380712,2.6253807106598988,linux dosya kopyalama,https://ceaksan.com/tr/cp-komutu-ve-kullanimi
146,328,0.4451219512195122,1.6798780487804879,windows ssh key oluşturma,https://ceaksan.com/tr/ssh-anahtar-key-olusturma-ve-kullanimi
146,282,0.5177304964539007,1.024822695035461,wordpress rest api kullanımı,https://ceaksan.com/tr/wordpress-api
145,455,0.31868131868131866,1.8417582417582419,firebase nedir nasıl kullanılır,https://ceaksan.com/tr/firebase-nedir-nasil-kullanilir
144,1617,0.08905380333951762,1.8540507111935685,üst veri nedir,https://ceaksan.com/tr/metadata-ust-veri-nedir
143,863,0.1657010428736964,11.420625724217844,javascript post request,https://ceaksan.com/tr/javascript-http-request
143,2276,0.06282952548330405,3.4042179261862917,web scraping nedir,https://ceaksan.com/tr/veri-kazima-data-scraping-nedir
142,971,0.1462409886714727,2.494335736354274,css flexbox nedir,https://ceaksan.com/tr/css-flexbox-flex-container
140,253,0.5533596837944664,1.0276679841897234,awk kullanımı,https://ceaksan.com/tr/awk-komutu
140,1151,0.12163336229365769,3.1112076455256297,ssh key,https://ceaksan.com/tr/ssh-anahtar-key-olusturma-ve-kullanimi
139,724,0.1919889502762431,1.2320441988950277,facebook analytics nedir,https://ceaksan.com/tr/facebook-analytics-nedir-nasil-kullanilir
139,216,0.6435185185185185,1.2638888888888888,vue js watch kullanımı,https://ceaksan.com/tr/vue-js-computed-method-watch-kullanimi
138,606,0.22772277227722773,3.3168316831683167,excelde pivot nedir,https://ceaksan.com/tr/pivot-table-nedir
137,3712,0.0369073275862069,3.7750538793103448,cronjob,https://ceaksan.com/tr/cronjob-nedir-nasil-kullanilir
137,3785,0.03619550858652576,5.782298546895641,crontab,https://ceaksan.com/tr/crontab-nedir-nasil-kullanilir
137,365,0.37534246575342467,2.7095890410958905,webpack nedir,https://ceaksan.com/tr/webpack-nedir/
136,217,0.6267281105990783,1.0,vue js computed nedir,https://ceaksan.com/tr/vue-js-computed-method-watch-kullanimi
135,32702,0.004128187878417222,7.740933276252217,api,https://ceaksan.com/tr/api-nedir
135,613,0.22022838499184338,2.135399673735726,excel index formülü,https://ceaksan.com/tr/excel-index-match-function
135,14591,0.009252278802001234,6.87368926050305,ssh nedir,https://ceaksan.com/tr/ssh-secure-shell-nedir-nasil-kullanilir
134,240,0.5583333333333333,1.0125,wordpress api kullanımı,https://ceaksan.com/tr/wordpress-api
133,952,0.13970588235294118,2.0934873949579833,cat komutu,https://ceaksan.com/tr/cat-komutu-ve-kullanimi
132,839,0.1573301549463647,2.492252681764005,cron job nedir,https://ceaksan.com/tr/cronjob-nedir-nasil-kullanilir
132,469,0.2814498933901919,1.0426439232409381,sertifika tipleri,https://ceaksan.com/tr/ssl-sertifika-tipleri
132,431,0.3062645011600928,1.519721577726218,twig nedir,https://ceaksan.com/tr/twig-nedir-nasil-kullanilir
131,12126,0.010803232723074386,5.544697344548903,r programlama,https://ceaksan.com/tr/r-programlama-dili-nedir
130,1355,0.0959409594095941,3.7173431734317344,javascript değişken tanımlama,https://ceaksan.com/tr/javascript-degisken-tanimlama
129,469,0.27505330490405117,2.2110874200426442,headless cms nedir,https://ceaksan.com/tr/headless-cms-nedir
129,416,0.31009615384615385,4.016826923076923,heroku nedir,https://ceaksan.com/tr/posts/heroku-nedir
129,290,0.44482758620689655,1.0103448275862068,index match formülü,https://ceaksan.com/tr/excel-index-match-function
129,300,0.43,1.32,wine nasıl kullanılır,https://ceaksan.com/tr/wine-nedir-nasil-kullanilir
128,334,0.38323353293413176,1.9820359281437125,sed komutu,https://ceaksan.com/tr/sed-komutu
128,5321,0.02405562864123285,8.1629392971246,sql join kullanımı,https://ceaksan.com/tr/join-types-tablo-birlestirme
127,1224,0.10375816993464053,3.3276143790849675,apı nedir,https://ceaksan.com/tr/api-nedir/
127,407,0.31203931203931207,1.461916461916462,handlebars nedir,https://ceaksan.com/tr/handlebars-nedir
125,819,0.15262515262515264,1.5299145299145298,r miner nedir,https://ceaksan.com/tr/rapidminer-nedir
125,340,0.36764705882352944,1.0,split komutu,https://ceaksan.com/tr/split-komutu-kullanimi
124,225,0.5511111111111111,1.7688888888888887,nginx kullanımı,https://ceaksan.com/tr/nginx-nedir-nasil-kurulur
124,258,0.4806201550387597,1.4806201550387597,wine kullanımı,https://ceaksan.com/tr/wine-nedir-nasil-kullanilir
123,822,0.14963503649635038,3.448905109489051,pivot table,https://ceaksan.com/tr/pivot-table-nedir/
123,1357,0.09064112011790715,1.0007369196757554,sign in with sso ne demek,https://ceaksan.com/tr/posts/single-sign-on-sso-nedir
122,170,0.7176470588235294,1.0588235294117647,linux awk kullanımı,https://ceaksan.com/tr/awk-komutu
122,1172,0.10409556313993173,2.285836177474403,"web sitenizde analiz programları kullanırken, aşağıdakilerden hangisi boyut kategorisinde değerlendirilmez?",https://ceaksan.com/tr/google-analytics-metric-dimension
121,4480,0.027008928571428573,6.542857142857143,boilerplate,https://ceaksan.com/tr/boilerplate-code-nedir
121,789,0.15335868187579213,2.2306717363751583,linux grep komutu,https://ceaksan.com/tr/grep-komutu-ve-kullanimi
121,473,0.2558139534883721,2.1945031712473573,service worker nedir,https://ceaksan.com/tr/javascript-service-workers-nedir
121,2062,0.05868089233753637,3.6212415130940836,yarn nedir,https://ceaksan.com/tr/yarn-nedir
120,338,0.35502958579881655,1.0029585798816567,geçersiz json ifadesi,https://ceaksan.com/tr/json-nedir
120,933,0.12861736334405144,2.6913183279742765,pivot tablo,https://ceaksan.com/tr/pivot-table-nedir/
119,16906,0.00703892109310304,7.045486809416775,metadata,https://ceaksan.com/tr/metadata-ust-veri-nedir
117,245,0.4775510204081633,1.3265306122448979,sql 2 tabloyu birleştirme,https://ceaksan.com/tr/join-types-tablo-birlestirme
115,890,0.12921348314606743,2.359550561797753,okta nedir,https://ceaksan.com/tr/wordpress-okta-secure-authentication
113,7262,0.015560451666207656,5.149683282842192,crud,https://ceaksan.com/tr/crud-create-read-update-delete
112,248,0.45161290322580644,1.217741935483871,boilerplate code nedir,https://ceaksan.com/tr/boilerplate-code-nedir
112,1399,0.08005718370264475,5.533952823445318,headless cms,https://ceaksan.com/tr/headless-cms-nedir
111,804,0.13805970149253732,1.8818407960199006,prototype nedir,https://ceaksan.com/tr/prototype-nedir
111,1214,0.0914332784184514,1.2883031301482701,sso ne demek,https://ceaksan.com/tr/posts/single-sign-on-sso-nedir
111,4810,0.023076923076923078,4.036798336798337,wordpress xml entegrasyonu,https://ceaksan.com/tr/xml2woo-xml-woocommerce-api
110,359,0.3064066852367688,4.437325905292479,javascript request,https://ceaksan.com/tr/javascript-http-request
110,10338,0.010640355968272393,8.780615206035984,node js nedir,https://ceaksan.com/tr/node-js-nedir
109,275,0.39636363636363636,1.4145454545454546,digital ocean nedir,https://ceaksan.com/tr/digitalocean-nedir-ne-yapar
109,458,0.23799126637554585,2.3799126637554586,ngrok kullanımı,https://ceaksan.com/tr/ngrok-nedir
108,895,0.12067039106145251,2.5128491620111735,"analiz açısından, kullanıcının sitenize erişmek için kullandığı cihazın türünü izlemek hangi veri türü olarak kabul edilir?",https://ceaksan.com/tr/google-analytics-metric-dimension
107,311,0.3440514469453376,2.527331189710611,html semantik elementler,https://ceaksan.com/tr/html5-semantic-elements
107,226,0.47345132743362833,1.672566371681416,intercom dk nedir,https://ceaksan.com/tr/intercom-nedir-nasil-kullanilir
106,241,0.43983402489626555,1.4979253112033195,paket yöneticisi nedir,https://ceaksan.com/tr/paket-yoneticisi
106,1262,0.08399366085578447,3.784469096671949,web service nedir,https://ceaksan.com/tr/web-service-nedir
106,1684,0.06294536817102138,9.157957244655583,woocommerce trendyol entegrasyon,https://ceaksan.com/tr/xml2woo-xml-woocommerce-api
106,2906,0.0364762560220234,3.666207845836201,zotero kullanımı,https://ceaksan.com/tr/zotero-nedir
105,104252,0.0010071749223036488,10.401987491846679,enformasyon nedir,https://ceaksan.com/tr/veri-enformasyon-ve-bilgi
105,216,0.4861111111111111,1.5046296296296298,middleware nedir,https://ceaksan.com/middleware-nedir-ne-ise-yarar
105,376,0.27925531914893614,2.9654255319148937,python find komutu,https://ceaksan.com/tr/find-komutu-ve-kullanimi
105,4615,0.02275189599133261,3.932394366197183,r dili,https://ceaksan.com/tr/r-programlama-dili-nedir
104,4119,0.02524884680747754,6.435542607428988,git komutları,https://ceaksan.com/tr/git-komutlari
104,397,0.2619647355163728,3.0352644836272042,vue.js örnekleri,https://ceaksan.com/tr/vue-js-task-uygulamasi
104,1123,0.09260908281389137,1.755120213713268,wine nedir,https://ceaksan.com/tr/wine-nedir-nasil-kullanilir
103,267,0.3857677902621723,1.9812734082397003,content security policy nedir,https://ceaksan.com/tr/content-security-policy
103,264,0.39015151515151514,1.3484848484848486,json örnek,https://ceaksan.com/tr/json-nedir
102,518,0.1969111969111969,2.38996138996139,latex programı nedir,https://ceaksan.com/tr/tex-ve-latex-nedir
102,2842,0.03589021815622801,4.0601688951442645,r programlama dili,https://ceaksan.com/tr/r-programlama-dili-nedir
101,165,0.6121212121212121,1.096969696969697,css display özelliği,https://ceaksan.com/tr/css-display-ozellikleri
101,3126,0.03230966090850928,5.087332053742802,hubspot nedir,https://ceaksan.com/tr/hubspot-nedir
100,414,0.24154589371980675,2.0845410628019323,okta verify nedir,https://ceaksan.com/tr/wordpress-okta-secure-authentication
100,4059,0.02463661000246366,6.34910076373491,vue js nedir,https://ceaksan.com/tr/vue-js-nedir
99,6268,0.015794511805998723,5.215698787492023,e commerce nedir,https://ceaksan.com/tr/e-commerce-eticaret-nedir
98,388,0.25257731958762886,1.1365979381443299,sertifika tipleri nelerdir,https://ceaksan.com/tr/ssl-sertifika-tipleri
98,825,0.11878787878787879,4.7672727272727276,wordpress api,https://ceaksan.com/tr/wordpress-api
97,240,0.4041666666666667,1.7916666666666665,regex nasıl yazılır,https://ceaksan.com/tr/regex-regular-expressions-nedir
97,878,0.11047835990888383,4.2995444191343966,ssl tls nedir,https://ceaksan.com/tr/ssl-ve-tls-nedir
97,2770,0.035018050541516244,4.874368231046931,uri,https://ceaksan.com/tr/uri-url-urn
97,461,0.210412147505423,2.2733188720173536,webpack nedir,https://ceaksan.com/tr/posts/webpack-nedir
95,701,0.1355206847360913,2.4122681883024253,cronjob nedir,https://ceaksan.com/tr/cronjob-nedir-nasil-kullanilir
95,2190,0.04337899543378995,4.399543378995434,deeplink,https://ceaksan.com/tr/deep-linking
